soma_dist,p_connect,p_connect_std,edge_order
16.393880743662354,0.05454545454545454,220.0,11457
16.393880743662354,0.05454545454545454,220.0,1973
16.592339111708856,0.05172413793103448,232.0,2597
16.592339111708856,0.05172413793103448,232.0,7503
17.0898295565427,0.06060606060606061,264.0,7210
17.0898295565427,0.06060606060606061,264.0,6664
17.151012985653615,0.05970149253731343,268.0,9284
17.151012985653615,0.05970149253731343,268.0,4923
17.241681330618338,0.06934306569343066,274.0,10327
17.241681330618338,0.06934306569343066,274.0,10873
17.301437212344723,0.07194244604316546,278.0,11316
17.301437212344723,0.07194244604316546,278.0,10661
17.33152571079711,0.075,280.0,5690
17.33152571079711,0.075,280.0,8961
17.33152571079711,0.075,280.0,3005
17.33152571079711,0.075,280.0,3987
17.482383895461204,0.07586206896551724,290.0,10059
17.482383895461204,0.07586206896551724,290.0,5480
17.512642238078396,0.07876712328767123,292.0,12115
17.512642238078396,0.07876712328767123,292.0,1759
17.72345203452201,0.08823529411764706,306.0,7282
17.72345203452201,0.08823529411764706,306.0,2485
17.936567818897977,0.0875,320.0,1408
17.936567818897977,0.0875,320.0,9802
17.967059474224364,0.09006211180124224,322.0,5516
17.967059474224364,0.09006211180124224,322.0,1809
17.997360615604823,0.09259259259259259,324.0,2752
17.997360615604823,0.09259259259259259,324.0,244
18.027946059647107,0.09202453987730061,326.0,11977
18.027946059647107,0.09202453987730061,326.0,10777
18.09024792687355,0.09090909090909091,330.0,5280
18.09024792687355,0.09090909090909091,330.0,47
18.34016349984254,0.0953757225433526,346.0,10340
18.34016349984254,0.0953757225433526,346.0,93
18.49236706001827,0.09550561797752809,356.0,6064
18.49236706001827,0.09550561797752809,356.0,1594
18.55190181838423,0.09444444444444444,360.0,4732
18.55190181838423,0.09444444444444444,360.0,262
18.864266832754307,0.09162303664921466,382.0,853
18.864266832754307,0.09162303664921466,382.0,9247
18.864266832754307,0.09162303664921466,382.0,11400
18.864266832754307,0.09162303664921466,382.0,7802
18.864266832754307,0.09162303664921466,382.0,7221
18.864266832754307,0.09162303664921466,382.0,7985
18.892184600285354,0.09114583333333333,384.0,1625
18.892184600285354,0.09114583333333333,384.0,9474
18.919989357999995,0.09067357512953368,386.0,10437
18.919989357999995,0.09067357512953368,386.0,10874
18.919989357999995,0.09067357512953368,386.0,3472
18.919989357999995,0.09067357512953368,386.0,6961
18.947971714126325,0.09020618556701031,388.0,3535
18.947971714126325,0.09020618556701031,388.0,1681
18.97572730525832,0.08974358974358974,390.0,456
18.97572730525832,0.08974358974358974,390.0,1874
18.97572730525832,0.08974358974358974,390.0,5300
18.97572730525832,0.08974358974358974,390.0,2247
19.085294937415462,0.09296482412060302,398.0,6223
19.085294937415462,0.09296482412060302,398.0,7096
19.166229215588082,0.09158415841584158,404.0,7269
19.166229215588082,0.09158415841584158,404.0,1055
19.166229215588082,0.09158415841584158,404.0,382
19.166229215588082,0.09158415841584158,404.0,5833
19.166229215588082,0.09158415841584158,404.0,6128
19.166229215588082,0.09158415841584158,404.0,8745
19.193276700124716,0.09113300492610837,406.0,3167
19.193276700124716,0.09113300492610837,406.0,9708
19.22016590829584,0.09313725490196079,408.0,8750
19.22016590829584,0.09313725490196079,408.0,6678
19.58866005655507,0.09403669724770643,436.0,5401
19.58866005655507,0.09403669724770643,436.0,1258
19.639473627832462,0.09545454545454546,440.0,10278
19.639473627832462,0.09545454545454546,440.0,5372
19.639473627832462,0.09545454545454546,440.0,2261
19.639473627832462,0.09545454545454546,440.0,6840
19.866319046867194,0.09170305676855896,458.0,2756
19.866319046867194,0.09170305676855896,458.0,684
19.89075173365487,0.09130434782608696,460.0,9378
19.89075173365487,0.09130434782608696,460.0,3164
19.89075173365487,0.09130434782608696,460.0,10753
19.89075173365487,0.09130434782608696,460.0,9226
19.964082386524165,0.09227467811158799,466.0,1854
19.964082386524165,0.09227467811158799,466.0,10466
20.107426201213897,0.0899581589958159,478.0,10031
20.107426201213897,0.0899581589958159,478.0,2400
20.154086102778283,0.0912863070539419,482.0,1052
20.154086102778283,0.0912863070539419,482.0,6939
20.24724674804695,0.08979591836734693,490.0,11049
20.24724674804695,0.08979591836734693,490.0,5489
20.24724674804695,0.08979591836734693,490.0,5377
20.24724674804695,0.08979591836734693,490.0,10828
20.27034420516569,0.09146341463414634,492.0,3672
20.27034420516569,0.09146341463414634,492.0,4763
20.31644004884704,0.0907258064516129,496.0,7867
20.31644004884704,0.0907258064516129,496.0,6340
20.38538663901056,0.09163346613545817,502.0,6135
20.38538663901056,0.09163346613545817,502.0,9515
20.454250814176266,0.09055118110236221,508.0,5858
20.454250814176266,0.09055118110236221,508.0,3132
20.47705891184404,0.09019607843137255,510.0,1254
20.47705891184404,0.09019607843137255,510.0,4961
20.47705891184404,0.09019607843137255,510.0,9403
20.47705891184404,0.09019607843137255,510.0,5914
20.523359917106703,0.08949416342412451,514.0,9499
20.523359917106703,0.08949416342412451,514.0,4375
20.546392449471384,0.08914728682170543,516.0,11555
20.546392449471384,0.08914728682170543,516.0,654
20.569304003295127,0.09073359073359073,518.0,9074
20.569304003295127,0.09073359073359073,518.0,6021
20.615366476074293,0.09195402298850575,522.0,1130
20.615366476074293,0.09195402298850575,522.0,3420
20.63843021680128,0.09351145038167939,524.0,8868
20.63843021680128,0.09351145038167939,524.0,7559
20.70721987150348,0.09245283018867924,530.0,10251
20.70721987150348,0.09245283018867924,530.0,2402
20.819973580971507,0.09259259259259259,540.0,2003
20.819973580971507,0.09259259259259259,540.0,2658
20.84254149918788,0.0940959409594096,542.0,4474
20.84254149918788,0.0940959409594096,542.0,8290
20.887735415468285,0.09340659340659341,546.0,3922
20.887735415468285,0.09340659340659341,546.0,8065
21.152847518147464,0.09298245614035087,570.0,2610
21.152847518147464,0.09298245614035087,570.0,8933
21.21802148907704,0.0920138888888889,576.0,3779
21.21802148907704,0.0920138888888889,576.0,4434
21.21802148907704,0.0920138888888889,576.0,5411
21.21802148907704,0.0920138888888889,576.0,2358
21.21802148907704,0.0920138888888889,576.0,19
21.21802148907704,0.0920138888888889,576.0,2200
21.21802148907704,0.0920138888888889,576.0,4332
21.21802148907704,0.0920138888888889,576.0,4769
21.28318527476682,0.09106529209621993,582.0,7624
21.28318527476682,0.09106529209621993,582.0,3808
21.326095338357092,0.09044368600682594,586.0,3924
21.326095338357092,0.09044368600682594,586.0,8285
21.3899632204999,0.08952702702702703,592.0,4953
21.3899632204999,0.08952702702702703,592.0,374
21.411120467098034,0.08922558922558922,594.0,11021
21.411120467098034,0.08922558922558922,594.0,2409
21.432225788607642,0.08892617449664429,596.0,2460
21.432225788607642,0.08892617449664429,596.0,4532
21.432225788607642,0.08892617449664429,596.0,9052
21.432225788607642,0.08892617449664429,596.0,3601
21.45370745712976,0.08862876254180602,598.0,6766
21.45370745712976,0.08862876254180602,598.0,6220
21.475239051277278,0.08833333333333333,600.0,8284
21.475239051277278,0.08833333333333333,600.0,3814
21.475239051277278,0.08833333333333333,600.0,5373
21.475239051277278,0.08833333333333333,600.0,10388
21.5820544568128,0.08852459016393442,610.0,4950
21.5820544568128,0.08852459016393442,610.0,44
21.60333101846113,0.08823529411764706,612.0,5642
21.60333101846113,0.08823529411764706,612.0,3570
21.624591498063882,0.08957654723127036,614.0,7124
21.624591498063882,0.08957654723127036,614.0,9414
21.666852828041673,0.0889967637540453,618.0,6973
21.666852828041673,0.0889967637540453,618.0,4792
21.792682398866752,0.09047619047619047,630.0,10485
21.792682398866752,0.09047619047619047,630.0,3944
21.834168622574378,0.08990536277602523,634.0,10102
21.834168622574378,0.08990536277602523,634.0,10321
21.896119087666854,0.090625,640.0,8755
21.896119087666854,0.090625,640.0,7228
21.896119087666854,0.090625,640.0,4755
21.896119087666854,0.090625,640.0,2792
21.978260085762596,0.08950617283950617,648.0,11867
21.978260085762596,0.08950617283950617,648.0,10776
21.978260085762596,0.08950617283950617,648.0,9704
21.978260085762596,0.08950617283950617,648.0,2727
22.060698389005378,0.09146341463414634,656.0,7301
22.060698389005378,0.09146341463414634,656.0,4575
22.142430274423933,0.09186746987951808,664.0,8925
22.142430274423933,0.09186746987951808,664.0,1730
22.142430274423933,0.09186746987951808,664.0,1983
22.142430274423933,0.09186746987951808,664.0,347
22.243856601944707,0.09347181008902077,674.0,252
22.243856601944707,0.09347181008902077,674.0,3632
22.243856601944707,0.09347181008902077,674.0,1154
22.243856601944707,0.09347181008902077,674.0,6060
22.32418621133628,0.09237536656891496,682.0,12092
22.32418621133628,0.09237536656891496,682.0,11328
22.344091999237243,0.09210526315789473,684.0,1793
22.344091999237243,0.09210526315789473,684.0,3756
22.383966189338,0.09302325581395349,688.0,2886
22.383966189338,0.09302325581395349,688.0,2996
22.5022734003013,0.09142857142857143,700.0,813
22.5022734003013,0.09142857142857143,700.0,4847
22.56099394442368,0.0906515580736544,706.0,1334
22.56099394442368,0.0906515580736544,706.0,1662
22.580374860252647,0.0903954802259887,708.0,3377
22.580374860252647,0.0903954802259887,708.0,8610
22.580374860252647,0.0903954802259887,708.0,6444
22.580374860252647,0.0903954802259887,708.0,7208
22.59974370966723,0.09014084507042254,710.0,5042
22.59974370966723,0.09014084507042254,710.0,10275
22.676970979573372,0.08913649025069638,718.0,9904
22.676970979573372,0.08913649025069638,718.0,529
22.676970979573372,0.08913649025069638,718.0,3419
22.676970979573372,0.08913649025069638,718.0,1020
22.676970979573372,0.08913649025069638,718.0,6711
22.676970979573372,0.08913649025069638,718.0,170
22.676970979573372,0.08913649025069638,718.0,4997
22.676970979573372,0.08913649025069638,718.0,5325
22.676970979573372,0.08913649025069638,718.0,3884
22.676970979573372,0.08913649025069638,718.0,3774
22.696178252812402,0.08888888888888889,720.0,12181
22.696178252812402,0.08888888888888889,720.0,9019
22.792269548289227,0.08767123287671233,730.0,6985
22.792269548289227,0.08767123287671233,730.0,6112
22.830614145401338,0.08719346049046321,734.0,5269
22.830614145401338,0.08719346049046321,734.0,11047
22.84968233700561,0.08695652173913043,736.0,8823
22.84968233700561,0.08695652173913043,736.0,2609
22.84968233700561,0.08695652173913043,736.0,8344
22.84968233700561,0.08695652173913043,736.0,10525
22.868988848503246,0.08672086720867209,738.0,7461
22.868988848503246,0.08672086720867209,738.0,10187
22.868988848503246,0.08672086720867209,738.0,8731
22.868988848503246,0.08672086720867209,738.0,4588
22.868988848503246,0.08672086720867209,738.0,11963
22.868988848503246,0.08672086720867209,738.0,9237
23.037965945282235,0.08666666666666667,750.0,10825
23.037965945282235,0.08666666666666667,750.0,5047
23.037965945282235,0.08666666666666667,750.0,7961
23.037965945282235,0.08666666666666667,750.0,4581
23.037965945282235,0.08666666666666667,750.0,9437
23.037965945282235,0.08666666666666667,750.0,9765
23.057047163955207,0.08776595744680851,752.0,1550
23.057047163955207,0.08776595744680851,752.0,1113
23.09514523078337,0.0873015873015873,756.0,4574
23.09514523078337,0.0873015873015873,756.0,7191
23.133020095409886,0.0868421052631579,760.0,2407
23.133020095409886,0.0868421052631579,760.0,10801
23.22335008902617,0.08638743455497382,764.0,1351
23.22335008902617,0.08638743455497382,764.0,3532
23.22335008902617,0.08638743455497382,764.0,3262
23.22335008902617,0.08638743455497382,764.0,8059
23.27981809445097,0.08571428571428572,770.0,1068
23.27981809445097,0.08571428571428572,770.0,8699
23.317137010677556,0.08527131782945736,774.0,6089
23.317137010677556,0.08527131782945736,774.0,4344
23.372692904709954,0.08461538461538462,780.0,7625
23.372692904709954,0.08461538461538462,780.0,3918
23.372692904709954,0.08461538461538462,780.0,6721
23.372692904709954,0.08461538461538462,780.0,1270
23.446270955124575,0.08375634517766498,788.0,11866
23.446270955124575,0.08375634517766498,788.0,10666
23.464512115143265,0.08354430379746836,790.0,9257
23.464512115143265,0.08354430379746836,790.0,1953
23.464512115143265,0.08354430379746836,790.0,4726
23.464512115143265,0.08354430379746836,790.0,11812
23.482725356065608,0.08333333333333333,792.0,12201
23.482725356065608,0.08333333333333333,792.0,11219
23.482725356065608,0.08333333333333333,792.0,97
23.482725356065608,0.08333333333333333,792.0,10780
23.482725356065608,0.08333333333333333,792.0,6820
23.482725356065608,0.08333333333333333,792.0,61
23.592017945367065,0.08333333333333333,804.0,8753
23.592017945367065,0.08333333333333333,804.0,7008
23.664000698050014,0.08374384236453201,812.0,2462
23.664000698050014,0.08374384236453201,812.0,4752
23.805447182266427,0.0821256038647343,828.0,10679
23.805447182266427,0.0821256038647343,828.0,1086
23.805447182266427,0.0821256038647343,828.0,4771
23.805447182266427,0.0821256038647343,828.0,4552
23.87141877240504,0.08313253012048193,830.0,4885
23.87141877240504,0.08313253012048193,830.0,5104
23.87141877240504,0.08313253012048193,830.0,3608
23.87141877240504,0.08313253012048193,830.0,9822
23.954671116965788,0.08273381294964029,834.0,6432
23.954671116965788,0.08273381294964029,834.0,5777
23.954671116965788,0.08273381294964029,834.0,568
23.954671116965788,0.08273381294964029,834.0,2095
24.110195412114585,0.08215962441314555,852.0,39
24.110195412114585,0.08215962441314555,852.0,4400
24.174029672584666,0.08313817330210772,854.0,6932
24.174029672584666,0.08313817330210772,854.0,282
24.190901144091754,0.08294392523364486,856.0,4469
24.190901144091754,0.08294392523364486,856.0,7740
24.337833688417298,0.08294930875576037,868.0,6889
24.337833688417298,0.08294930875576037,868.0,7762
24.511187227453206,0.08314350797266515,878.0,3104
24.511187227453206,0.08314350797266515,878.0,2667
24.511187227453206,0.08314350797266515,878.0,1432
24.511187227453206,0.08314350797266515,878.0,232
24.511187227453206,0.08314350797266515,878.0,7318
24.511187227453206,0.08314350797266515,878.0,6445
24.527550670474486,0.08295454545454546,880.0,9717
24.527550670474486,0.08295454545454546,880.0,4157
24.543886043421715,0.08276643990929705,882.0,1011
24.543886043421715,0.08276643990929705,882.0,2429
24.654273295236635,0.08314606741573034,890.0,5625
24.654273295236635,0.08314606741573034,890.0,1700
24.715359332390605,0.08295964125560538,892.0,3652
24.715359332390605,0.08295964125560538,892.0,2452
24.79599278971346,0.08314855875831485,902.0,7700
24.79599278971346,0.08314855875831485,902.0,69
24.844034410646298,0.08370044052863436,908.0,3464
24.844034410646298,0.08370044052863436,908.0,6081
24.844034410646298,0.08370044052863436,908.0,2422
24.844034410646298,0.08370044052863436,908.0,241
24.844034410646298,0.08370044052863436,908.0,4030
24.844034410646298,0.08370044052863436,908.0,7846
24.860076346489453,0.08351648351648351,910.0,10712
24.860076346489453,0.08351648351648351,910.0,4716
24.908349413399765,0.08406113537117904,916.0,1213
24.908349413399765,0.08406113537117904,916.0,340
24.968104074330743,0.08387799564270153,918.0,8570
24.968104074330743,0.08387799564270153,918.0,11187
24.984232480241737,0.08369565217391305,920.0,9161
24.984232480241737,0.08369565217391305,920.0,3492
25.0004500269206,0.08351409978308026,922.0,7980
25.0004500269206,0.08351409978308026,922.0,6671
25.081719167670933,0.08261802575107297,932.0,10021
25.081719167670933,0.08261802575107297,932.0,1300
25.0978928929184,0.08244111349036402,934.0,6955
25.0978928929184,0.08244111349036402,934.0,2812
25.146526256928254,0.08297872340425531,940.0,5093
25.146526256928254,0.08297872340425531,940.0,3675
25.178819505364437,0.0826271186440678,944.0,2143
25.178819505364437,0.0826271186440678,944.0,5959
25.22121384256397,0.0836864406779661,944.0,2079
25.22121384256397,0.0836864406779661,944.0,11018
25.263588545967163,0.0836864406779661,944.0,3702
25.263588545967163,0.0836864406779661,944.0,8063
25.353875349397224,0.08315789473684211,950.0,11444
25.353875349397224,0.08315789473684211,950.0,543
25.507109530320438,0.08402489626556017,964.0,1072
25.507109530320438,0.08402489626556017,964.0,9139
25.554506061792438,0.08350515463917525,970.0,8942
25.554506061792438,0.08350515463917525,970.0,3600
25.65866835612096,0.08384458077709611,978.0,2887
25.65866835612096,0.08384458077709611,978.0,3106
25.705728981810786,0.08434959349593496,984.0,9656
25.705728981810786,0.08434959349593496,984.0,9546
25.72147799557921,0.08519269776876268,986.0,600
25.72147799557921,0.08519269776876268,986.0,5615
25.75283326168022,0.08484848484848485,990.0,7770
