1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
7320951,541704,9445,18550,4269,8638,334,1264,18,916,64,20,29,55,4,0
7321020,541491,9478,18610,4322,8718,313,1238,25,877,60,20,33,53,3,0
7320956,541656,9435,18633,4313,8631,345,1229,23,832,80,20,38,62,8,0
7321075,541320,9454,18684,4390,8775,327,1253,22,798,61,19,27,45,11,0
7320912,541814,9374,18516,4323,8589,326,1341,17,867,73,20,25,58,5,1
7321039,541441,9438,18639,4367,8722,339,1264,18,820,61,11,41,60,1,0
7321172,541048,9586,18757,4343,8852,337,1133,18,857,68,15,16,51,7,1
7320998,541554,9430,18603,4337,8700,336,1266,20,842,60,15,31,65,4,0
7321068,541368,9444,18604,4409,8754,303,1305,21,830,59,9,28,58,1,0
7321195,540989,9542,18771,4405,8864,341,1183,13,794,70,17,17,55,5,0
7321078,541320,9455,18681,4410,8747,320,1260,22,787,72,18,35,53,3,0
7320951,541686,9394,18521,4357,8681,295,1333,24,857,48,15,33,59,7,0
7321109,541244,9531,18718,4306,8781,361,1164,17,868,63,16,34,47,2,0
7321106,541242,9474,18669,4409,8804,312,1263,17,805,58,18,25,53,6,0
7321205,540950,9582,18819,4375,8864,356,1114,17,801,77,15,23,59,4,0
7320950,541685,9374,18580,4364,8644,328,1314,26,814,66,14,37,58,7,0
7321102,541255,9562,18679,4310,8793,319,1160,23,896,61,17,28,53,3,0
7320933,541744,9355,18516,4342,8680,326,1333,30,841,45,13,24,78,1,0
7321030,541455,9473,18625,4340,8730,309,1246,28,864,65,21,19,45,11,0
7321095,541291,9456,18674,4379,8767,341,1265,19,825,63,14,26,41,5,0
7320912,541803,9341,18518,4350,8629,338,1346,19,821,61,13,22,83,5,0
7321041,541437,9488,18625,4331,8720,334,1226,15,866,68,10,27,70,3,0
7321142,541148,9512,18711,4379,8823,336,1212,17,831,56,9,35,47,3,0
7321124,541197,9509,18677,4383,8814,316,1232,18,841,58,13,24,49,6,0
7320925,541771,9345,18560,4349,8605,338,1328,37,825,74,14,29,59,2,0
7321045,541437,9394,18637,4385,8724,346,1314,21,805,61,17,29,43,3,0
7320990,541581,9372,18579,4391,8699,318,1336,25,801,54,19,37,59,0,0
7320824,542060,9305,18415,4337,8539,306,1404,21,855,65,16,24,86,4,0
7321042,541430,9499,18624,4316,8738,324,1216,22,883,63,16,23,62,2,1
7320959,541678,9491,18573,4240,8627,345,1210,14,935,77,18,23,66,5,0
7321145,541126,9579,18713,4337,8844,312,1156,17,870,55,23,32,49,3,0
7320896,541851,9304,18485,4395,8605,307,1415,19,800,62,21,28,69,3,1
7320991,541566,9431,18608,4357,8681,324,1263,24,827,67,12,39,68,3,0
7321013,541524,9460,18580,4333,8699,316,1274,15,872,66,22,22,63,2,0
7320984,541596,9406,18569,4388,8664,303,1325,19,823,70,17,32,60,5,0
7321068,541367,9428,18627,4426,8733,306,1322,16,802,64,16,40,45,1,0
7321209,540954,9603,18746,4382,8870,305,1171,9,860,65,19,26,35,7,0
7321093,541284,9484,18685,4365,8777,335,1223,24,834,59,10,37,48,3,0
7321010,541519,9431,18602,4361,8708,311,1291,21,833,63,27,27,52,5,0
7320926,541747,9413,18551,4331,8625,318,1277,24,848,73,13,28,80,7,0
7321285,540727,9664,18831,4408,8922,303,1103,20,844,80,13,19,36,5,1
7320947,541691,9361,18519,4409,8677,282,1361,31,805,56,17,28,74,3,0
7320905,541843,9363,18460,4344,8591,301,1383,18,887,65,11,24,59,7,0
7321168,541067,9615,18722,4325,8849,313,1131,16,898,61,17,27,48,4,0
7320979,541616,9390,18546,4377,8685,303,1339,25,837,59,18,24,59,4,0
7320958,541666,9416,18541,4355,8662,294,1313,21,849,64,24,29,65,4,0
7321035,541445,9418,18628,4401,8726,331,1289,18,788,70,14,19,75,3,1
7321070,541336,9504,18678,4328,8780,337,1193,18,849,53,16,37,56,6,0
7321069,541354,9433,18643,4410,8757,322,1288,23,799,66,13,19,60,5,0
7321153,541113,9524,18733,4385,8825,335,1190,23,815,69,15,23,58,0,0
7321091,541294,9505,18675,4337,8775,340,1208,18,862,58,10,34,50,4,0
7321054,541385,9487,18637,4380,8737,296,1248,20,834,67,19,37,56,4,0
7321203,540968,9599,18759,4373,8868,312,1155,14,847,69,26,22,43,3,0
7321175,541035,9543,18704,4422,8896,292,1209,20,816,46,12,28,59,4,0
7321052,541389,9513,18638,4337,8747,315,1215,12,865,63,16,30,61,7,1
7321217,540935,9661,18762,4361,8833,299,1111,15,889,88,15,27,48,0,0
7320954,541698,9390,18598,4317,8595,364,1294,18,848,84,15,30,50,6,0
7320995,541570,9393,18600,4338,8710,348,1287,30,837,53,13,26,58,3,0
7321059,541386,9444,18629,4416,8721,306,1298,17,805,73,16,32,57,2,0
7321032,541451,9458,18631,4364,8720,328,1250,17,824,71,15,22,72,6,0
7321101,541269,9433,18679,4406,8789,346,1282,15,784,61,18,19,55,4,0
7320912,541814,9349,18468,4370,8619,291,1388,26,864,53,7,38,58,4,0
7321012,541511,9463,18598,4359,8696,302,1259,26,855,68,12,35,62,3,0
7320980,541610,9422,18558,4378,8650,296,1316,22,849,72,11,36,57,3,1
7321056,541404,9491,18606,4341,8734,315,1256,14,886,61,12,29,52,4,0
7321166,541042,9516,18781,4425,8875,328,1180,21,749,58,21,35,59,5,0
