1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
158746,53534,2668,1493,1499,2956,325,321,13,169,53,11,19,7,1,0
162169,50830,2734,1319,1354,2593,304,281,14,141,44,8,18,6,0,0
158366,52682,3752,1515,1448,2922,419,407,27,185,42,12,18,15,5,0
164472,50352,1518,1228,1245,2516,145,145,8,112,47,7,11,7,2,0
160990,51844,2574,1386,1439,2798,265,271,9,153,54,7,18,6,1,0
160753,51800,2887,1434,1358,2685,323,308,15,151,55,8,21,14,3,0
158217,54273,2340,1520,1586,3053,270,273,16,178,61,2,21,5,0,0
160417,53297,1736,1429,1397,2872,213,195,6,162,67,6,10,8,0,0
160064,52001,3173,1395,1466,2785,358,321,19,151,50,8,16,6,2,0
159354,52736,2983,1496,1460,2895,289,352,20,141,48,12,20,8,1,0
160921,51962,2476,1391,1408,2888,275,256,8,152,54,3,10,6,5,0
161530,52153,1933,1439,1406,2696,213,214,7,151,49,2,17,5,0,0
162969,50605,2436,1299,1273,2570,227,215,17,133,41,9,17,3,1,0
159820,53385,1961,1548,1506,2948,215,180,8,166,53,9,7,8,1,0
155633,56336,2313,1663,1682,3303,287,293,9,187,79,5,17,6,2,0
156660,55414,2247,1589,1723,3371,265,264,10,178,57,10,17,9,1,0
160255,52541,2568,1375,1396,2904,268,273,12,152,44,6,14,6,1,0
160100,53206,2017,1468,1387,2935,233,219,5,171,50,2,15,3,4,0
158476,53924,2389,1555,1627,3071,265,233,8,169,60,8,19,9,2,0
159516,52239,3403,1377,1449,2794,363,390,25,158,60,8,19,10,4,0
156917,55461,2162,1664,1604,3182,279,226,8,204,68,8,20,10,2,0
160660,52131,2432,1385,1424,2953,274,275,12,185,39,8,22,13,2,0
159138,54045,1894,1521,1535,3085,171,179,11,153,60,4,12,7,0,0
159201,53058,2868,1406,1444,2924,318,333,23,166,44,7,12,9,2,0
161453,51645,2581,1351,1318,2728,264,257,8,126,44,10,17,10,3,0
162153,50710,2703,1318,1345,2710,308,296,20,165,55,11,14,7,0,0
159976,52868,2277,1522,1404,3008,251,252,11,176,38,4,16,12,0,0
160384,52547,2221,1504,1462,2978,239,222,9,169,55,11,10,4,0,0
160814,52594,2131,1410,1386,2828,232,220,6,130,44,6,10,3,1,0
160032,53294,2008,1476,1526,2821,239,220,11,123,48,7,6,3,1,0
159307,53047,2700,1515,1412,2954,283,307,17,177,49,6,25,9,6,1
160396,51852,3096,1354,1356,2854,326,333,13,148,53,5,19,10,0,0
160231,51618,3464,1379,1401,2748,344,347,26,157,60,11,18,7,4,0
158961,54140,1852,1515,1504,3189,178,201,13,178,53,9,15,6,1,0
160252,52840,2181,1433,1470,2896,262,233,10,163,46,4,17,8,0,0
156802,55360,2386,1585,1599,3257,249,254,9,212,68,11,15,6,2,0
160819,52357,2187,1434,1406,2871,227,266,7,159,53,9,13,5,2,0
161820,52440,1489,1373,1426,2714,178,161,3,141,51,7,9,3,0,0
158782,52851,3281,1450,1418,2973,383,393,22,172,50,9,18,12,1,0
159385,52858,2719,1463,1497,3030,292,301,11,163,55,11,13,13,4,0
159644,53477,2002,1504,1507,2958,235,237,8,171,55,5,7,5,0,0
160279,51573,3480,1423,1327,2800,352,343,23,139,47,11,13,4,1,0
159086,53778,1974,1493,1633,3084,253,232,10,187,59,9,11,4,2,0
158959,53910,2075,1511,1511,3096,253,242,7,172,47,15,12,5,0,0
159804,52645,2629,1457,1438,2993,281,307,12,169,53,4,13,8,2,0
161331,51375,2799,1327,1345,2772,293,317,15,149,49,9,17,11,6,0
157529,54313,2717,1568,1582,3206,302,299,10,184,65,8,20,11,1,0
164176,49844,2078,1308,1340,2484,195,191,8,117,50,3,12,6,3,0
156449,55410,2485,1625,1645,3267,293,325,14,204,70,6,14,6,2,0
162214,50892,2583,1362,1317,2682,268,265,14,148,53,4,10,3,0,0
155065,56613,2433,1700,1721,3397,279,276,11,209,69,10,25,7,0,0
159428,53247,2355,1505,1464,3026,263,247,19,171,52,9,15,12,2,0
159813,53092,2172,1462,1516,2992,265,237,9,157,67,7,22,4,0,0
159866,52530,2802,1387,1479,2893,337,293,15,138,50,2,10,12,1,0
160186,52554,2508,1483,1436,2892,248,245,7,170,51,10,17,6,2,0
163529,50772,1703,1295,1303,2662,167,167,4,128,60,8,9,7,1,0
159402,52894,2749,1497,1462,2872,325,350,14,157,59,9,16,7,2,0
155028,56484,2614,1684,1712,3390,291,299,15,195,67,7,20,9,0,0
161219,52579,1904,1384,1379,2665,227,234,7,149,50,5,8,4,1,0
162355,50754,2648,1282,1304,2684,286,276,17,134,50,7,11,6,1,0
156629,55668,2177,1685,1648,3210,239,266,8,198,61,5,7,13,1,0
158378,52992,3335,1492,1563,2913,405,408,26,188,68,11,24,8,4,0
163303,49476,3100,1258,1255,2572,304,341,17,124,30,6,20,8,1,0
158378,53686,2709,1567,1516,3083,297,297,20,167,62,5,15,10,3,0
157329,54427,2785,1559,1571,3219,304,311,21,179,67,14,17,9,3,0
159145,53878,2082,1430,1466,3047,252,238,6,166,74,4,17,9,1,0
159117,54246,1745,1494,1548,3015,209,189,6,174,48,3,17,3,1,0
159914,53034,2197,1534,1479,2958,241,240,10,136,45,5,16,6,0,0
158139,54313,2334,1554,1598,3053,261,300,9,163,65,5,9,9,2,1
162798,49939,3018,1303,1332,2584,314,293,20,123,54,11,15,7,4,0
160775,51572,2921,1405,1389,2912,298,321,11,143,36,4,12,13,3,0
161258,52523,1776,1493,1369,2800,180,191,5,144,53,5,12,6,0,0
157254,54375,2898,1582,1561,3201,306,321,8,191,64,17,25,10,2,0
160231,52265,2896,1387,1384,2783,330,288,24,145,48,13,10,10,1,0
162407,51122,2305,1324,1286,2655,263,217,7,150,45,12,11,10,1,0
