neurons,autapses,actual_edges,uni,bi,potential_edges,null
111,0,675,627,24,12210,5454
111,0,666,616,25,12210,5464
111,0,699,653,23,12210,5429
111,0,702,664,19,12210,5422
111,0,661,619,21,12210,5465
111,0,639,603,18,12210,5484
111,0,671,633,19,12210,5453
111,0,626,594,16,12210,5495
111,0,694,650,22,12210,5433
111,0,682,644,19,12210,5442
111,0,674,632,21,12210,5452
111,0,616,596,10,12210,5499
111,0,630,600,15,12210,5490
111,0,619,583,18,12210,5504
111,0,732,686,23,12210,5396
111,0,712,668,22,12210,5415
111,0,695,657,19,12210,5429
111,0,672,624,24,12210,5457
111,0,655,605,25,12210,5475
111,0,681,639,21,12210,5445
111,0,671,623,24,12210,5458
111,0,683,633,25,12210,5447
111,0,705,653,26,12210,5426
111,0,693,653,20,12210,5432
111,0,660,622,19,12210,5464
111,0,631,589,21,12210,5495
111,0,700,656,22,12210,5427
111,0,605,573,16,12210,5516
111,0,660,612,24,12210,5469
111,0,657,615,21,12210,5469
111,0,672,638,17,12210,5450
111,0,692,652,20,12210,5433
111,0,669,637,16,12210,5452
111,0,632,588,22,12210,5495
111,0,615,591,12,12210,5502
111,0,675,629,23,12210,5453
111,0,655,605,25,12210,5475
111,0,618,594,12,12210,5499
111,0,651,623,14,12210,5468
111,0,668,620,24,12210,5461
111,0,682,644,19,12210,5442
111,0,644,612,16,12210,5477
111,0,647,615,16,12210,5474
111,0,631,591,20,12210,5494
111,0,657,617,20,12210,5468
111,0,664,622,21,12210,5462
111,0,629,593,18,12210,5494
111,0,637,591,23,12210,5491
111,0,665,629,18,12210,5458
111,0,671,627,22,12210,5456
111,0,676,622,27,12210,5456
111,0,650,618,16,12210,5471
111,0,645,609,18,12210,5478
111,0,647,613,17,12210,5475
111,0,653,623,15,12210,5467
111,0,665,611,27,12210,5467
111,0,670,624,23,12210,5458
111,0,670,618,26,12210,5461
111,0,652,608,22,12210,5475
111,0,661,605,28,12210,5472
111,0,635,593,21,12210,5491
111,0,698,660,19,12210,5426
111,0,639,591,24,12210,5490
111,0,634,604,15,12210,5486
111,0,705,639,33,12210,5433
111,0,668,600,34,12210,5471
111,0,667,631,18,12210,5456
111,0,621,567,27,12210,5511
111,0,659,633,13,12210,5459
111,0,661,625,18,12210,5462
111,0,714,662,26,12210,5417
111,0,667,631,18,12210,5456
111,0,645,613,16,12210,5476
111,0,636,604,16,12210,5485
111,0,641,601,20,12210,5484
111,0,706,678,14,12210,5413
111,0,699,649,25,12210,5431
111,0,661,619,21,12210,5465
111,0,647,611,18,12210,5476
111,0,675,645,15,12210,5445
111,0,688,650,19,12210,5436
111,0,640,612,14,12210,5479
111,0,568,542,13,12210,5550
111,0,632,604,14,12210,5487
111,0,686,634,26,12210,5445
111,0,654,606,24,12210,5475
111,0,637,599,19,12210,5487
111,0,673,629,22,12210,5454
111,0,662,608,27,12210,5470
111,0,674,628,23,12210,5454
111,0,698,652,23,12210,5430
111,0,660,612,24,12210,5469
111,0,672,640,16,12210,5449
111,0,668,610,29,12210,5466
111,0,661,611,25,12210,5469
111,0,627,583,22,12210,5500
111,0,693,633,30,12210,5442
111,0,666,636,15,12210,5454
111,0,687,653,17,12210,5435
111,0,684,650,17,12210,5438
111,0,654,622,16,12210,5467
111,0,636,620,8,12210,5477
111,0,681,627,27,12210,5451
111,0,705,659,23,12210,5423
111,0,612,578,17,12210,5510
111,0,657,609,24,12210,5472
111,0,661,601,30,12210,5474
111,0,655,615,20,12210,5470
111,0,644,612,16,12210,5477
111,0,657,611,23,12210,5471
111,0,697,641,28,12210,5436
111,0,637,593,22,12210,5490
111,0,646,604,21,12210,5480
111,0,650,618,16,12210,5471
111,0,661,635,13,12210,5457
111,0,689,643,23,12210,5439
111,0,691,653,19,12210,5433
111,0,685,643,21,12210,5441
111,0,665,613,26,12210,5466
111,0,691,651,20,12210,5434
111,0,670,642,14,12210,5449
111,0,652,624,14,12210,5467
111,0,662,628,17,12210,5460
111,0,634,596,19,12210,5490
111,0,709,667,21,12210,5417
111,0,672,632,20,12210,5453
111,0,652,602,25,12210,5478
111,0,692,638,27,12210,5440
111,0,662,610,26,12210,5469
111,0,669,627,21,12210,5457
111,0,661,617,22,12210,5466
111,0,675,621,27,12210,5457
111,0,702,642,30,12210,5433
111,0,630,596,17,12210,5492
111,0,669,631,19,12210,5455
111,0,677,637,20,12210,5448
111,0,634,612,11,12210,5482
111,0,697,647,25,12210,5433
111,0,655,597,29,12210,5479
111,0,667,633,17,12210,5455
111,0,662,622,20,12210,5463
111,0,699,657,21,12210,5427
111,0,660,622,19,12210,5464
111,0,622,586,18,12210,5501
111,0,666,630,18,12210,5457
111,0,663,623,20,12210,5462
111,0,685,641,22,12210,5442
111,0,685,647,19,12210,5439
111,0,673,635,19,12210,5451
111,0,653,615,19,12210,5471
111,0,658,620,19,12210,5466
111,0,643,603,20,12210,5482
111,0,673,627,23,12210,5455
111,0,703,649,27,12210,5429
111,0,703,669,17,12210,5419
111,0,681,631,25,12210,5449
111,0,685,627,29,12210,5449
111,0,675,641,17,12210,5447
111,0,612,576,18,12210,5511
111,0,671,621,25,12210,5459
111,0,665,613,26,12210,5466
111,0,689,649,20,12210,5436
111,0,629,591,19,12210,5495
111,0,684,632,26,12210,5447
111,0,652,616,18,12210,5471
111,0,677,641,18,12210,5446
111,0,649,619,15,12210,5471
111,0,635,599,18,12210,5488
111,0,699,649,25,12210,5431
111,0,675,625,25,12210,5455
111,0,651,611,20,12210,5474
111,0,681,641,20,12210,5444
111,0,681,643,19,12210,5443
111,0,676,630,23,12210,5452
111,0,671,631,20,12210,5454
111,0,671,627,22,12210,5456
111,0,659,623,18,12210,5464
111,0,666,626,20,12210,5459
111,0,680,640,20,12210,5445
111,0,675,637,19,12210,5449
111,0,704,660,22,12210,5423
111,0,663,623,20,12210,5462
111,0,665,623,21,12210,5461
111,0,710,658,26,12210,5421
111,0,645,595,25,12210,5485
111,0,653,619,17,12210,5469
111,0,645,603,21,12210,5481
111,0,654,610,22,12210,5473
111,0,692,654,19,12210,5432
111,0,658,612,23,12210,5470
111,0,611,569,21,12210,5515
111,0,676,624,26,12210,5455
111,0,690,664,13,12210,5428
111,0,682,628,27,12210,5450
111,0,659,625,17,12210,5463
111,0,643,611,16,12210,5478
111,0,639,601,19,12210,5485
111,0,696,644,26,12210,5435
111,0,654,610,22,12210,5473
111,0,638,598,20,12210,5487
111,0,690,640,25,12210,5440
111,0,654,610,22,12210,5473
111,0,647,595,26,12210,5484
111,0,654,616,19,12210,5470
111,0,634,592,21,12210,5492
111,0,643,603,20,12210,5482
111,0,643,609,17,12210,5479
111,0,675,637,19,12210,5449
111,0,656,618,19,12210,5468
111,0,661,621,20,12210,5464
111,0,652,614,19,12210,5472
111,0,638,612,13,12210,5480
111,0,644,610,17,12210,5478
111,0,647,607,20,12210,5478
111,0,682,628,27,12210,5450
111,0,637,603,17,12210,5485
111,0,725,675,25,12210,5405
111,0,681,647,17,12210,5441
111,0,642,610,16,12210,5479
111,0,660,624,18,12210,5463
111,0,711,655,28,12210,5422
111,0,629,595,17,12210,5493
111,0,655,603,26,12210,5476
111,0,623,581,21,12210,5503
111,0,697,661,18,12210,5426
111,0,650,606,22,12210,5477
111,0,641,601,20,12210,5484
111,0,671,655,8,12210,5442
111,0,632,580,26,12210,5499
111,0,670,640,15,12210,5450
111,0,657,623,17,12210,5465
111,0,677,633,22,12210,5450
111,0,625,581,22,12210,5502
111,0,699,627,36,12210,5442
111,0,657,619,19,12210,5467
111,0,642,616,13,12210,5476
111,0,630,574,28,12210,5503
111,0,672,632,20,12210,5453
111,0,674,630,22,12210,5453
111,0,673,639,17,12210,5449
111,0,695,661,17,12210,5427
111,0,668,620,24,12210,5461
111,0,682,636,23,12210,5446
111,0,653,611,21,12210,5473
111,0,678,636,21,12210,5448
111,0,605,571,17,12210,5517
111,0,666,628,19,12210,5458
111,0,659,621,19,12210,5465
111,0,628,588,20,12210,5497
111,0,639,593,23,12210,5489
111,0,682,646,18,12210,5441
111,0,671,645,13,12210,5447
111,0,661,613,24,12210,5468
111,0,649,619,15,12210,5471
111,0,648,626,11,12210,5468
111,0,619,585,17,12210,5503
111,0,715,657,29,12210,5419
111,0,643,611,16,12210,5478
111,0,671,619,26,12210,5460
111,0,681,635,23,12210,5447
111,0,611,583,14,12210,5508
111,0,647,603,22,12210,5480
111,0,658,606,26,12210,5473
111,0,664,640,12,12210,5453
111,0,715,675,20,12210,5410
111,0,652,618,17,12210,5470
111,0,664,634,15,12210,5456
111,0,629,611,9,12210,5485
111,0,662,618,22,12210,5465
111,0,631,599,16,12210,5490
111,0,653,617,18,12210,5470
111,0,657,623,17,12210,5465
111,0,639,595,22,12210,5488
111,0,631,601,15,12210,5489
111,0,644,618,13,12210,5474
111,0,639,615,12,12210,5478
111,0,720,682,19,12210,5404
111,0,705,657,24,12210,5424
111,0,681,643,19,12210,5443
111,0,643,591,26,12210,5488
111,0,690,650,20,12210,5435
111,0,676,638,19,12210,5448
111,0,645,613,16,12210,5476
111,0,680,634,23,12210,5448
111,0,673,631,21,12210,5453
111,0,617,583,17,12210,5505
111,0,648,598,25,12210,5482
111,0,652,624,14,12210,5467
111,0,648,602,23,12210,5480
111,0,657,607,25,12210,5473
111,0,681,631,25,12210,5449
111,0,658,612,23,12210,5470
111,0,686,636,25,12210,5444
111,0,647,611,18,12210,5476
111,0,652,616,18,12210,5471
111,0,627,589,19,12210,5497
111,0,642,598,22,12210,5485
111,0,686,642,22,12210,5441
111,0,622,590,16,12210,5499
111,0,656,618,19,12210,5468
111,0,664,614,25,12210,5466
111,0,699,665,17,12210,5423
111,0,634,602,16,12210,5487
111,0,638,600,19,12210,5486
111,0,642,612,15,12210,5478
111,0,698,634,32,12210,5439
111,0,646,610,18,12210,5477
111,0,676,638,19,12210,5448
111,0,677,639,19,12210,5447
111,0,638,604,17,12210,5484
111,0,648,584,32,12210,5489
111,0,688,628,30,12210,5447
111,0,632,602,15,12210,5488
111,0,624,590,17,12210,5498
111,0,668,630,19,12210,5456
111,0,648,608,20,12210,5477
111,0,671,629,21,12210,5455
111,0,687,653,17,12210,5435
111,0,674,642,16,12210,5447
111,0,642,592,25,12210,5488
111,0,688,628,30,12210,5447
111,0,694,642,26,12210,5437
111,0,661,611,25,12210,5469
111,0,641,597,22,12210,5486
111,0,649,607,21,12210,5477
111,0,657,607,25,12210,5473
111,0,679,621,29,12210,5455
111,0,683,631,26,12210,5448
111,0,689,637,26,12210,5442
111,0,635,591,22,12210,5492
111,0,673,639,17,12210,5449
111,0,662,616,23,12210,5466
111,0,695,623,36,12210,5446
111,0,688,644,22,12210,5439
111,0,692,638,27,12210,5440
111,0,690,632,29,12210,5444
111,0,649,611,19,12210,5475
111,0,651,603,24,12210,5478
111,0,681,645,18,12210,5442
111,0,703,657,23,12210,5425
111,0,648,616,16,12210,5473
111,0,641,611,15,12210,5479
111,0,706,650,28,12210,5427
111,0,658,616,21,12210,5468
111,0,660,630,15,12210,5460
111,0,631,591,20,12210,5494
111,0,624,592,16,12210,5497
111,0,679,647,16,12210,5442
111,0,648,620,14,12210,5471
111,0,673,635,19,12210,5451
111,0,622,600,11,12210,5494
111,0,672,642,15,12210,5448
111,0,689,649,20,12210,5436
111,0,652,620,16,12210,5469
111,0,679,627,26,12210,5452
111,0,686,652,17,12210,5436
111,0,631,603,14,12210,5488
111,0,651,607,22,12210,5476
111,0,652,610,21,12210,5474
111,0,666,628,19,12210,5458
111,0,630,582,24,12210,5499
111,0,657,609,24,12210,5472
111,0,674,626,24,12210,5455
111,0,660,634,13,12210,5458
111,0,688,622,33,12210,5450
111,0,688,628,30,12210,5447
111,0,696,658,19,12210,5428
111,0,681,643,19,12210,5443
111,0,680,636,22,12210,5447
111,0,624,598,13,12210,5494
111,0,654,616,19,12210,5470
111,0,617,579,19,12210,5507
111,0,629,593,18,12210,5494
111,0,692,654,19,12210,5432
111,0,599,557,21,12210,5527
111,0,646,618,14,12210,5473
111,0,613,575,19,12210,5511
111,0,632,598,17,12210,5490
111,0,685,641,22,12210,5442
111,0,650,586,32,12210,5487
111,0,677,633,22,12210,5450
111,0,647,621,13,12210,5471
111,0,639,603,18,12210,5484
111,0,664,634,15,12210,5456
111,0,669,631,19,12210,5455
111,0,639,597,21,12210,5487
111,0,661,611,25,12210,5469
111,0,683,641,21,12210,5443
111,0,661,609,26,12210,5470
111,0,620,580,20,12210,5505
111,0,708,674,17,12210,5414
111,0,661,623,19,12210,5463
111,0,643,595,24,12210,5486
111,0,677,635,21,12210,5449
111,0,629,603,13,12210,5489
111,0,657,605,26,12210,5474
111,0,660,618,21,12210,5466
111,0,654,610,22,12210,5473
111,0,618,596,11,12210,5498
111,0,655,619,18,12210,5468
111,0,638,608,15,12210,5482
111,0,661,619,21,12210,5465
111,0,676,638,19,12210,5448
111,0,667,621,23,12210,5461
111,0,692,644,24,12210,5437
111,0,656,620,18,12210,5467
111,0,662,614,24,12210,5467
111,0,647,611,18,12210,5476
111,0,687,641,23,12210,5441
111,0,667,637,15,12210,5453
111,0,708,642,33,12210,5430
111,0,644,610,17,12210,5478
111,0,651,615,18,12210,5472
111,0,649,619,15,12210,5471
111,0,682,634,24,12210,5447
111,0,652,612,20,12210,5473
111,0,621,583,19,12210,5503
111,0,633,591,21,12210,5493
111,0,662,608,27,12210,5470
111,0,686,648,19,12210,5438
111,0,700,646,27,12210,5432
111,0,657,603,27,12210,5475
111,0,672,634,19,12210,5452
111,0,699,651,24,12210,5430
111,0,681,637,22,12210,5446
111,0,652,620,16,12210,5469
111,0,618,578,20,12210,5507
111,0,640,612,14,12210,5479
111,0,664,634,15,12210,5456
111,0,637,593,22,12210,5490
111,0,649,605,22,12210,5478
111,0,672,626,23,12210,5456
111,0,622,588,17,12210,5500
111,0,664,620,22,12210,5463
111,0,656,618,19,12210,5468
111,0,635,599,18,12210,5488
111,0,695,653,21,12210,5431
111,0,648,624,12,12210,5469
111,0,674,654,10,12210,5441
111,0,688,642,23,12210,5440
111,0,645,601,22,12210,5482
111,0,642,602,20,12210,5483
111,0,696,652,22,12210,5431
111,0,690,652,19,12210,5434
111,0,656,624,16,12210,5465
111,0,729,673,28,12210,5404
111,0,670,636,17,12210,5452
111,0,665,627,19,12210,5459
111,0,610,578,16,12210,5511
111,0,670,640,15,12210,5450
111,0,668,606,31,12210,5468
111,0,660,610,25,12210,5470
111,0,652,598,27,12210,5480
111,0,656,616,20,12210,5469
111,0,680,644,18,12210,5443
111,0,673,621,26,12210,5458
111,0,689,651,19,12210,5435
111,0,616,574,21,12210,5510
111,0,630,596,17,12210,5492
111,0,645,607,19,12210,5479
111,0,667,639,14,12210,5452
111,0,673,637,18,12210,5450
111,0,667,631,18,12210,5456
111,0,654,622,16,12210,5467
111,0,615,579,18,12210,5508
111,0,636,592,22,12210,5491
111,0,695,639,28,12210,5438
111,0,679,623,28,12210,5454
111,0,636,598,19,12210,5488
111,0,655,603,26,12210,5476
111,0,640,610,15,12210,5480
111,0,649,617,16,12210,5472
111,0,673,637,18,12210,5450
111,0,633,595,19,12210,5491
111,0,664,636,14,12210,5455
111,0,645,617,14,12210,5474
111,0,660,636,12,12210,5457
111,0,660,608,26,12210,5471
111,0,661,619,21,12210,5465
111,0,655,613,21,12210,5471
111,0,678,630,24,12210,5451
111,0,649,599,25,12210,5481
111,0,661,619,21,12210,5465
111,0,668,632,18,12210,5455
111,0,658,628,15,12210,5462
111,0,669,629,20,12210,5456
111,0,665,639,13,12210,5453
111,0,635,597,19,12210,5489
111,0,657,617,20,12210,5468
111,0,651,625,13,12210,5467
111,0,676,628,24,12210,5453
111,0,672,642,15,12210,5448
111,0,655,601,27,12210,5477
111,0,649,605,22,12210,5478
111,0,644,618,13,12210,5474
111,0,658,616,21,12210,5468
111,0,645,591,27,12210,5487
111,0,657,595,31,12210,5479
111,0,673,635,19,12210,5451
111,0,636,596,20,12210,5489
111,0,672,616,28,12210,5461
111,0,691,643,24,12210,5438
111,0,668,622,23,12210,5460
111,0,638,602,18,12210,5485
111,0,703,659,22,12210,5424
111,0,635,611,12,12210,5482
111,0,653,615,19,12210,5471
111,0,645,605,20,12210,5480
111,0,614,576,19,12210,5510
111,0,639,603,18,12210,5484
111,0,631,603,14,12210,5488
111,0,676,620,28,12210,5457
111,0,669,607,31,12210,5467
111,0,623,573,25,12210,5507
111,0,653,595,29,12210,5481
111,0,652,614,19,12210,5472
111,0,640,604,18,12210,5483
111,0,649,607,21,12210,5477
111,0,709,665,22,12210,5418
111,0,687,659,14,12210,5432
111,0,672,638,17,12210,5450
111,0,642,608,17,12210,5480
111,0,665,621,22,12210,5462
111,0,660,610,25,12210,5470
111,0,666,624,21,12210,5460
111,0,628,592,18,12210,5495
111,0,646,602,22,12210,5481
111,0,671,635,18,12210,5452
111,0,653,631,11,12210,5463
111,0,663,607,28,12210,5470
111,0,613,573,20,12210,5512
111,0,651,603,24,12210,5478
111,0,670,610,30,12210,5465
111,0,614,572,21,12210,5512
111,0,640,602,19,12210,5484
111,0,662,632,15,12210,5458
111,0,643,581,31,12210,5493
111,0,613,587,13,12210,5505
111,0,664,622,21,12210,5462
111,0,698,654,22,12210,5429
111,0,631,609,11,12210,5485
111,0,680,650,15,12210,5440
111,0,659,623,18,12210,5464
111,0,645,609,18,12210,5478
111,0,687,657,15,12210,5433
111,0,652,604,24,12210,5477
111,0,711,645,33,12210,5427
111,0,692,656,18,12210,5431
111,0,648,602,23,12210,5480
111,0,640,606,17,12210,5482
111,0,655,613,21,12210,5471
111,0,657,627,15,12210,5463
111,0,675,635,20,12210,5450
111,0,646,602,22,12210,5481
111,0,658,616,21,12210,5468
111,0,657,611,23,12210,5471
111,0,702,660,21,12210,5424
111,0,641,611,15,12210,5479
111,0,657,607,25,12210,5473
111,0,654,634,10,12210,5461
111,0,685,641,22,12210,5442
111,0,653,613,20,12210,5472
111,0,648,614,17,12210,5474
111,0,630,598,16,12210,5491
111,0,645,599,23,12210,5483
111,0,642,618,12,12210,5475
111,0,671,619,26,12210,5460
111,0,602,568,17,12210,5520
111,0,639,607,16,12210,5482
111,0,643,599,22,12210,5484
111,0,643,603,20,12210,5482
111,0,616,568,24,12210,5513
111,0,709,643,33,12210,5429
111,0,649,615,17,12210,5473
111,0,671,629,21,12210,5455
111,0,684,636,24,12210,5445
111,0,642,588,27,12210,5490
111,0,676,624,26,12210,5455
111,0,698,656,21,12210,5428
111,0,664,616,24,12210,5465
111,0,692,646,23,12210,5436
111,0,663,631,16,12210,5458
111,0,717,663,27,12210,5415
111,0,646,580,33,12210,5492
111,0,654,608,23,12210,5474
111,0,650,618,16,12210,5471
111,0,685,623,31,12210,5451
111,0,657,625,16,12210,5464
111,0,731,669,31,12210,5405
111,0,656,634,11,12210,5460
111,0,682,632,25,12210,5448
111,0,673,629,22,12210,5454
111,0,679,637,21,12210,5447
111,0,653,617,18,12210,5470
111,0,636,608,14,12210,5483
111,0,666,630,18,12210,5457
111,0,633,589,22,12210,5494
111,0,680,624,28,12210,5453
111,0,642,600,21,12210,5484
111,0,676,622,27,12210,5456
111,0,635,603,16,12210,5486
111,0,681,643,19,12210,5443
111,0,687,655,16,12210,5434
111,0,713,663,25,12210,5417
111,0,690,648,21,12210,5436
111,0,670,626,22,12210,5457
111,0,679,641,19,12210,5445
111,0,671,627,22,12210,5456
111,0,685,627,29,12210,5449
111,0,676,644,16,12210,5445
111,0,689,653,18,12210,5434
111,0,669,627,21,12210,5457
111,0,668,642,13,12210,5450
111,0,612,584,14,12210,5507
111,0,730,674,28,12210,5403
111,0,680,642,19,12210,5444
111,0,660,610,25,12210,5470
111,0,690,656,17,12210,5432
111,0,681,637,22,12210,5446
111,0,663,627,18,12210,5460
111,0,661,607,27,12210,5471
111,0,641,607,17,12210,5481
111,0,663,625,19,12210,5461
111,0,665,619,23,12210,5463
111,0,662,622,20,12210,5463
111,0,654,610,22,12210,5473
111,0,662,616,23,12210,5466
111,0,678,644,17,12210,5444
111,0,687,639,24,12210,5442
111,0,698,660,19,12210,5426
111,0,639,591,24,12210,5490
111,0,640,610,15,12210,5480
111,0,687,647,20,12210,5438
111,0,659,603,28,12210,5474
111,0,663,613,25,12210,5467
111,0,701,671,15,12210,5419
111,0,657,621,18,12210,5466
111,0,684,642,21,12210,5442
111,0,684,644,20,12210,5441
111,0,628,592,18,12210,5495
111,0,634,616,9,12210,5480
111,0,594,564,15,12210,5526
111,0,630,586,22,12210,5497
111,0,682,648,17,12210,5440
111,0,644,588,28,12210,5489
111,0,655,609,23,12210,5473
111,0,629,585,22,12210,5498
111,0,679,643,18,12210,5444
111,0,661,611,25,12210,5469
111,0,668,624,22,12210,5459
111,0,659,625,17,12210,5463
111,0,637,611,13,12210,5481
111,0,630,582,24,12210,5499
111,0,646,620,13,12210,5472
111,0,643,603,20,12210,5482
111,0,645,607,19,12210,5479
111,0,635,589,23,12210,5493
111,0,624,602,11,12210,5492
111,0,660,616,22,12210,5467
111,0,673,617,28,12210,5460
111,0,666,614,26,12210,5465
111,0,661,623,19,12210,5463
111,0,652,606,23,12210,5476
111,0,673,643,15,12210,5447
111,0,663,637,13,12210,5455
111,0,649,601,24,12210,5480
111,0,708,658,25,12210,5422
111,0,664,626,19,12210,5460
111,0,663,603,30,12210,5472
111,0,655,609,23,12210,5473
111,0,707,679,14,12210,5412
111,0,619,569,25,12210,5511
111,0,667,631,18,12210,5456
111,0,665,625,20,12210,5460
111,0,654,612,21,12210,5472
111,0,646,616,15,12210,5474
111,0,620,590,15,12210,5500
111,0,668,628,20,12210,5457
111,0,671,627,22,12210,5456
111,0,648,614,17,12210,5474
111,0,632,602,15,12210,5488
111,0,663,629,17,12210,5459
111,0,661,619,21,12210,5465
111,0,674,636,19,12210,5450
111,0,717,673,22,12210,5410
111,0,648,598,25,12210,5482
111,0,651,597,27,12210,5481
111,0,656,612,22,12210,5471
111,0,687,647,20,12210,5438
111,0,637,601,18,12210,5486
111,0,680,634,23,12210,5448
111,0,667,629,19,12210,5457
111,0,667,633,17,12210,5455
111,0,660,626,17,12210,5462
111,0,667,621,23,12210,5461
111,0,668,634,17,12210,5454
111,0,642,600,21,12210,5484
111,0,684,640,22,12210,5443
111,0,662,632,15,12210,5458
111,0,688,654,17,12210,5434
111,0,701,663,19,12210,5423
111,0,649,619,15,12210,5471
111,0,702,654,24,12210,5427
111,0,652,618,17,12210,5470
111,0,663,633,15,12210,5457
111,0,651,621,15,12210,5469
111,0,723,671,26,12210,5408
111,0,654,602,26,12210,5477
111,0,692,650,21,12210,5434
111,0,657,617,20,12210,5468
111,0,616,574,21,12210,5510
111,0,659,621,19,12210,5465
111,0,727,685,21,12210,5399
111,0,648,594,27,12210,5484
111,0,620,612,4,12210,5489
111,0,638,598,20,12210,5487
111,0,657,615,21,12210,5469
111,0,655,615,20,12210,5470
111,0,654,610,22,12210,5473
111,0,719,683,18,12210,5404
111,0,650,614,18,12210,5473
111,0,662,624,19,12210,5462
111,0,700,660,20,12210,5425
111,0,670,624,23,12210,5458
111,0,659,627,16,12210,5462
111,0,675,629,23,12210,5453
111,0,674,642,16,12210,5447
111,0,646,598,24,12210,5483
111,0,662,622,20,12210,5463
111,0,694,632,31,12210,5442
111,0,648,602,23,12210,5480
111,0,674,638,18,12210,5449
111,0,670,624,23,12210,5458
111,0,677,647,15,12210,5443
111,0,634,598,18,12210,5489
111,0,642,596,23,12210,5486
111,0,652,612,20,12210,5473
111,0,664,634,15,12210,5456
111,0,655,611,22,12210,5472
111,0,652,612,20,12210,5473
111,0,696,658,19,12210,5428
111,0,635,597,19,12210,5489
111,0,669,635,17,12210,5453
111,0,619,589,15,12210,5501
111,0,690,656,17,12210,5432
111,0,667,623,22,12210,5460
111,0,686,632,27,12210,5446
111,0,624,590,17,12210,5498
111,0,656,618,19,12210,5468
111,0,652,612,20,12210,5473
111,0,633,607,13,12210,5485
111,0,682,646,18,12210,5441
111,0,667,625,21,12210,5459
111,0,667,617,25,12210,5463
111,0,656,606,25,12210,5474
111,0,603,573,15,12210,5517
111,0,627,593,17,12210,5495
111,0,708,648,30,12210,5427
111,0,626,588,19,12210,5498
111,0,631,579,26,12210,5500
111,0,678,636,21,12210,5448
111,0,685,637,24,12210,5444
111,0,660,616,22,12210,5467
111,0,664,640,12,12210,5453
111,0,687,639,24,12210,5442
